Boro,Apartment,Story,Class,OrderNumber,CurrentStatus
BRONX,A1,1,B,569,VIOLATION CLOSED
MANHATTAN,52,5,B,508,VIOLATION CLOSED
QUEENS,,0,B,684,VIOLATION CLOSED
BROOKLYN,,-2,C,567,NOV SENT OUT
MANHATTAN,6L,6,B,508,VIOLATION CLOSED
BRONX,1A,1,B,509,VIOLATION CLOSED
MANHATTAN,,4,B,502,VIOLATION CLOSED
MANHATTAN,,977,B,539,VIOLATION CLOSED
QUEENS,5G,5,B,508,NOV SENT OUT
BRONX,6K,6,B,702,NOV SENT OUT
BROOKLYN,,966,B,530,VIOLATION CLOSED
BRONX,2A,2,A,556,VIOLATION CLOSED
MANHATTAN,3E,3,B,583,FIRST NO ACCESS TO RE- INSPECT VIOLATION
QUEENS,3D,3,B,689,VIOLATION DISMISSED
BRONX,4I,4,B,583,VIOLATION CLOSED
BROOKLYN,,,B,510,NOV SENT OUT
BROOKLYN,D10,4,B,579,VIOLATION CLOSED
QUEENS,3,3,C,616,NOV SENT OUT
BROOKLYN,,1,B,510,INVALID CERTIFICATION
BROOKLYN,2B,2,B,569,VIOLATION CLOSED
QUEENS,L1,-2,B,702,VIOLATION CLOSED
MANHATTAN,,-1,C,672,VIOLATION CLOSED
BROOKLYN,A7,1,B,1503,VIOLATION CLOSED
QUEENS,,999,B,526,VIOLATION CLOSED
QUEENS,4J,4,B,508,VIOLATION CLOSED
BRONX,1F,1,B,501,VIOLATION CLOSED
MANHATTAN,42,4,C,617,VIOLATION CLOSED
BROOKLYN,TOPFL,2,B,550,VIOLATION CLOSED
BRONX,4CC,4,C,790,VIOLATION CLOSED
BROOKLYN,3D,,B,566,VIOLATION CLOSED
BROOKLYN,2R,2,C,617,VIOLATION CLOSED
BROOKLYN,3L,3,B,583,NOV CERTIFIED LATE
BROOKLYN,B2,2,B,550,VIOLATION CLOSED
BRONX,,1,B,552,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,3C,3,B,702,NOV SENT OUT
BROOKLYN,2F,2,C,508,VIOLATION CLOSED
QUEENS,25,2,B,508,NOV SENT OUT
BROOKLYN,4A,4,A,556,VIOLATION CLOSED
BRONX,6C,6,B,501,VIOLATION CLOSED
BRONX,3B,2,B,501,VIOLATION CLOSED
BRONX,,966,A,529,VIOLATION CLOSED
QUEENS,4J,4,C,550,NOV SENT OUT
BROOKLYN,7D,4,B,568,INVALID CERTIFICATION
MANHATTAN,,966,B,502,NOT COMPLIED WITH
BRONX,1A,1,B,568,VIOLATION CLOSED
MANHATTAN,22,,A,491,VIOLATION CLOSED
BRONX,2B,2,B,569,VIOLATION CLOSED
BRONX,2A,2,B,501,VIOLATION CLOSED
QUEENS,,966,B,808,VIOLATION DISMISSED
MANHATTAN,3C,3,B,1503,NOV SENT OUT
BRONX,4CC,4,B,702,VIOLATION CLOSED
BRONX,4G,4,C,526,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,D12,4,B,502,VIOLATION CLOSED
MANHATTAN,4R,,A,556,VIOLATION CLOSED
MANHATTAN,2,2,B,583,VIOLATION DISMISSED
BRONX,20E,20,A,529,NOT COMPLIED WITH
BRONX,1C,1,B,1502,VIOLATION CLOSED
BROOKLYN,1L,1,B,510,NOT COMPLIED WITH
BROOKLYN,3-B,3,B,501,VIOLATION CLOSED
BRONX,3A,3,B,1503,VIOLATION WILL BE REINSPECTED
BRONX,2F,2,C,670,VIOLATION CLOSED
MANHATTAN,1,2,A,556,VIOLATION CLOSED
BRONX,,966,A,553,VIOLATION CLOSED
BRONX,5C,5,B,507,VIOLATION CLOSED
BRONX,P41,4,B,550,VIOLATION CLOSED
BROOKLYN,A6,1,B,510,NOT COMPLIED WITH
MANHATTAN,3J,3,B,702,VIOLATION DISMISSED
BRONX,3D,3,A,529,VIOLATION CLOSED
BROOKLYN,2,,A,508,VIOLATION CLOSED
BRONX,3D,3,B,502,NOT COMPLIED WITH
BROOKLYN,5D,4,B,566,NOV SENT OUT
BROOKLYN,2-G,2,B,566,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,2,1,B,1502,VIOLATION CLOSED
BROOKLYN,,-999,B,538,VIOLATION DISMISSED
BROOKLYN,A7,1,C,617,VIOLATION CLOSED
MANHATTAN,19,5,B,508,VIOLATION CLOSED
BRONX,1B,1,B,583,VIOLATION CLOSED
MANHATTAN,32,3,A,550,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,6,3,C,583,VIOLATION CLOSED
BROOKLYN,2L,1,B,1503,VIOLATION CLOSED
BRONX,2A,2,B,508,VIOLATION CLOSED
QUEENS,5R,5,B,508,NOV SENT OUT
BRONX,1E,1,B,1503,VIOLATION CLOSED
BRONX,K,-1,B,1503,VIOLATION DISMISSED
MANHATTAN,A7,1,C,510,VIOLATION CLOSED
MANHATTAN,5E,5,C,790,VIOLATION CLOSED
BRONX,,Fire Escape,B,539,VIOLATION WILL BE REINSPECTED
BRONX,5F,5,A,509,NOT COMPLIED WITH
MANHATTAN,52,5,B,508,VIOLATION CLOSED
BRONX,1C,1,B,502,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,B4,-1,B,510,VIOLATION CLOSED
BRONX,1B,2,C,617,DEFECT LETTER ISSUED
MANHATTAN,3K,3,B,570,VIOLATION CLOSED
BROOKLYN,2FL,2,B,568,VIOLATION WILL BE REINSPECTED
BROOKLYN,5B,5,B,742,VIOLATION CLOSED
BRONX,4G,4,B,501,VIOLATION CLOSED
BRONX,1B,1,B,502,NOT COMPLIED WITH
BROOKLYN,C4,3,A,554,NOV SENT OUT
BROOKLYN,2F,2,A,556,NOV SENT OUT
BROOKLYN,3,2,B,802,VIOLATION DISMISSED
BRONX,2A,2,B,508,VIOLATION CLOSED
BROOKLYN,3A,3,B,508,NOV SENT OUT
QUEENS,2L,2,C,617,VIOLATION CLOSED
MANHATTAN,12,4,B,508,VIOLATION CLOSED
MANHATTAN,2D,2,A,556,VIOLATION CLOSED
QUEENS,4K,4,A,556,NOV SENT OUT
MANHATTAN,2J,2,B,702,VIOLATION CLOSED
BRONX,2D,2,B,530,VIOLATION CLOSED
QUEENS,2FL,2,B,809,VIOLATION CLOSED
BROOKLYN,2H,2,C,616,VIOLATION CLOSED
BROOKLYN,3F,3,A,556,VIOLATION CLOSED
BRONX,1B,1,B,508,VIOLATION CLOSED
MANHATTAN,,966,B,539,VIOLATION CLOSED
BROOKLYN,2,2,B,808,NOV SENT OUT
MANHATTAN,2A,,B,510,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,K,-1,B,530,VIOLATION DISMISSED
QUEENS,25,2,C,617,CERTIFICATION POSTPONMENT DENIED
BROOKLYN,1F,1,B,508,VIOLATION DISMISSED
BROOKLYN,1R,1,B,501,VIOLATION CLOSED
BROOKLYN,3L,3,B,506,VIOLATION CLOSED
BROOKLYN,5E,5,B,508,VIOLATION CLOSED
QUEENS,2FL,2,C,826,NOV SENT OUT
BRONX,4G,4,B,505,VIOLATION CLOSED
BROOKLYN,2L,2,C,616,NOT COMPLIED WITH
QUEENS,25,2,B,569,NOV SENT OUT
BROOKLYN,1R,1,C,616,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,2G,2,B,510,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,2R,2,B,501,VIOLATION CLOSED
BROOKLYN,1J,1,B,583,VIOLATION CLOSED
MANHATTAN,3,1,A,505,VIOLATION CLOSED
BROOKLYN,2,2,B,1502,VIOLATION CLOSED
BROOKLYN,2,2,B,807,VIOLATION DISMISSED
BRONX,3RDFLR,3,A,579,INVALID CERTIFICATION
BRONX,2F,2,C,616,DEFECT LETTER ISSUED
BROOKLYN,BSMT4,Basement,B,495,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,5D,5,A,556,NOV CERTIFIED ON TIME
BRONX,GRDFL,-1,A,556,VIOLATION CLOSED
MANHATTAN,,5,C,791,VIOLATION CLOSED
QUEENS,2M,2,A,550,NOT COMPLIED WITH
BROOKLYN,7D,4,B,568,NOV CERTIFIED LATE
BROOKLYN,3C,3,B,502,VIOLATION CLOSED
BRONX,8M,9,B,502,VIOLATION CLOSED
BRONX,W14,-1,C,550,VIOLATION CLOSED
MANHATTAN,614,6,B,550,VIOLATION CLOSED
BRONX,1,1,C,810,NOV CERTIFIED LATE
MANHATTAN,3E,3,A,556,VIOLATION CLOSED
BROOKLYN,,1,C,501,VIOLATION CLOSED
BRONX,1B,1,A,510,NOT COMPLIED WITH
MANHATTAN,,-999,B,506,NOT COMPLIED WITH
BROOKLYN,,999,B,501,VIOLATION CLOSED
MANHATTAN,5B,5,B,702,VIOLATION CLOSED
BRONX,3G,3,B,579,VIOLATION CLOSED
QUEENS,3B,3,B,550,VIOLATION CLOSED
MANHATTAN,14,4,B,577,VIOLATION CLOSED
MANHATTAN,3,1,B,505,VIOLATION CLOSED
BROOKLYN,3B,3,B,501,VIOLATION DISMISSED
BROOKLYN,3R,3,A,556,VIOLATION CLOSED
BROOKLYN,B9,2,B,579,VIOLATION CLOSED
BROOKLYN,,3,A,535,NOV SENT OUT
BROOKLYN,A2,1,B,1502,VIOLATION CLOSED
BROOKLYN,TOPFL,2,B,1502,VIOLATION CLOSED
BRONX,B4,-1,B,702,VIOLATION CLOSED
MANHATTAN,501,5,B,505,VIOLATION CLOSED
BROOKLYN,,0,C,526,VIOLATION DISMISSED
BROOKLYN,5C,5,B,502,VIOLATION CLOSED
BROOKLYN,4L,4,B,507,NOV SENT OUT
BROOKLYN,A4,1,B,510,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,4J,4,B,508,VIOLATION CLOSED
QUEENS,1K,1,B,598,VIOLATION CLOSED
BRONX,5D,5,B,598,VIOLATION CLOSED
BROOKLYN,1R,1,B,509,NOV SENT OUT
BRONX,B3,2,B,568,VIOLATION CLOSED
BRONX,4B,4,B,501,VIOLATION CLOSED
BRONX,10G,10,A,556,VIOLATION CLOSED
BROOKLYN,,-2,B,689,NOT COMPLIED WITH
BRONX,B8,2,A,556,VIOLATION CLOSED
BROOKLYN,,-999,C,567,VIOLATION CLOSED
MANHATTAN,,,B,495,VIOLATION WILL BE REINSPECTED
STATEN ISLAND,2FL,2,B,805,NOV SENT OUT
MANHATTAN,5D,4,C,508,VIOLATION CLOSED
BROOKLYN,A9,1,B,508,NOV CERTIFIED LATE
BROOKLYN,2I,2,C,790,VIOLATION CLOSED
BROOKLYN,6L,6,B,507,VIOLATION CLOSED
BROOKLYN,2L,2,B,702,VIOLATION CLOSED
QUEENS,4E,4,B,1502,VIOLATION CLOSED
BROOKLYN,1,1,B,801,VIOLATION CLOSED
BROOKLYN,3,2,B,1502,VIOLATION CLOSED
MANHATTAN,7,3,B,1503,NOV SENT OUT
BRONX,3D,3,B,501,VIOLATION CLOSED
BRONX,2D,3,B,569,VIOLATION CLOSED
BRONX,,4,B,505,VIOLATION CLOSED
BROOKLYN,,966,I,767,VIOLATION REOPEN
MANHATTAN,12A,1,B,702,VIOLATION CLOSED
BRONX,4K,4,B,508,VIOLATION CLOSED
BRONX,W14,-1,B,550,VIOLATION CLOSED
BROOKLYN,6L,6,B,550,VIOLATION CLOSED
BRONX,4B,4,C,790,VIOLATION CLOSED
MANHATTAN,5B,5,B,501,VIOLATION CLOSED
BRONX,6,3,A,502,VIOLATION CLOSED
BROOKLYN,2,1,B,501,NOV SENT OUT
BRONX,2M,2,A,508,VIOLATION CLOSED
BRONX,2E,2,C,617,VIOLATION CLOSED
BROOKLYN,4L,4,B,502,NOV SENT OUT
BROOKLYN,2L,2,B,1502,VIOLATION CLOSED
MANHATTAN,4A,4,B,702,VIOLATION CLOSED
BROOKLYN,D1,4,B,508,VIOLATION CLOSED
BROOKLYN,3FL,3,C,508,VIOLATION CLOSED
BROOKLYN,2FL,-999,B,801,VIOLATION DISMISSED
BROOKLYN,2,2,B,802,VIOLATION CLOSED
QUEENS,601,6,B,507,VIOLATION CLOSED
BROOKLYN,2,2,B,808,VIOLATION CLOSED
BRONX,1E,1,B,583,VIOLATION CLOSED
BROOKLYN,2,1,B,806,VIOLATION CLOSED
BROOKLYN,6A,6,B,506,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,5A,5,B,501,NOT COMPLIED WITH
MANHATTAN,1,2,B,508,NOV SENT OUT
MANHATTAN,4,3,B,689,NOV SENT OUT
BRONX,5F,5,B,570,VIOLATION CLOSED
BRONX,,14,B,502,VIOLATION CLOSED
BRONX,5B,2,C,617,VIOLATION CLOSED
BRONX,1D,1,B,508,NOV SENT OUT
BRONX,,-1,C,672,VIOLATION CLOSED
BRONX,2A,2,B,508,NOV SENT OUT
MANHATTAN,2D,,C,555,VIOLATION CLOSED
BRONX,3G,3,B,501,VIOLATION CLOSED
BRONX,1E,1,A,556,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,19,5,B,508,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,4A,,C,508,VIOLATION CLOSED
BROOKLYN,B2,2,B,702,VIOLATION CLOSED
BROOKLYN,3H,3,B,579,VIOLATION CLOSED
QUEENS,5G,5,B,508,NOV SENT OUT
BRONX,B30,5,A,529,VIOLATION CLOSED
BRONX,1C,1,B,569,VIOLATION CLOSED
BROOKLYN,C,2,B,583,VIOLATION CLOSED
BRONX,2,2,B,501,VIOLATION CLOSED
BROOKLYN,,3,C,510,VIOLATION CLOSED
BRONX,2A,2,B,506,VIOLATION CLOSED
MANHATTAN,5B,5,A,508,VIOLATION CLOSED
BRONX,3A,3,B,508,VIOLATION WILL BE REINSPECTED
BRONX,5D,5,C,790,VIOLATION CLOSED
BRONX,2,2,B,568,VIOLATION CLOSED
BRONX,2,2,A,506,VIOLATION CLOSED
BRONX,4C,4,B,579,VIOLATION CLOSED
MANHATTAN,41,4,B,550,VIOLATION DISMISSED
BRONX,2C,2,B,508,NOT COMPLIED WITH
BROOKLYN,2R,2,C,617,VIOLATION CLOSED
BROOKLYN,,-999,B,552,VIOLATION DISMISSED
BRONX,3B,3,B,506,VIOLATION CLOSED
BRONX,,Roof,A,529,VIOLATION WILL BE REINSPECTED
BROOKLYN,2D,2,B,702,NOV SENT OUT
BRONX,8M,8,B,593,VIOLATION CLOSED
MANHATTAN,6H,6,B,507,VIOLATION DISMISSED
MANHATTAN,,966,B,502,NOV CERTIFIED LATE
BROOKLYN,1L,1,B,501,NOV SENT OUT
MANHATTAN,,1,A,484,VIOLATION CLOSED
BRONX,6D,6,A,554,VIOLATION CLOSED
BRONX,2H,2,B,501,NOV SENT OUT
BROOKLYN,C3,3,A,591,VIOLATION CLOSED
BRONX,,-999,B,505,VIOLATION CLOSED
BROOKLYN,3,2,B,808,VIOLATION DISMISSED
BRONX,1A,2,A,556,VIOLATION CLOSED
BRONX,5F,5,B,508,VIOLATION DISMISSED
BRONX,5G,6,B,1503,VIOLATION CLOSED
BROOKLYN,2FL,2,B,702,VIOLATION DISMISSED
BROOKLYN,,977,A,106,VIOLATION CLOSED
BROOKLYN,3R,3,A,491,VIOLATION CLOSED
BRONX,3D,3,B,1502,VIOLATION CLOSED
BROOKLYN,,0,B,686,NOV SENT OUT
BROOKLYN,A7,1,C,616,VIOLATION CLOSED
STATEN ISLAND,PH,1,B,1503,NOV SENT OUT
MANHATTAN,24A,2,B,579,VIOLATION CLOSED
BRONX,3F,3,B,1503,VIOLATION CLOSED
BROOKLYN,6A,6,B,502,VIOLATION CLOSED
BRONX,4,3,B,530,VIOLATION CLOSED
BRONX,A2,1,C,567,VIOLATION CLOSED
BROOKLYN,,2,A,556,VIOLATION CLOSED
MANHATTAN,5B,5,A,556,VIOLATION CLOSED
BROOKLYN,,1,B,530,NOV SENT OUT
BROOKLYN,3RDFL,2,B,501,VIOLATION DISMISSED
BROOKLYN,12,4,C,790,NOT COMPLIED WITH
BRONX,4C,4,C,790,VIOLATION CLOSED
BROOKLYN,BSMT4,Basement,B,550,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,,0,B,552,NOT COMPLIED WITH
BRONX,5A,5,B,502,VIOLATION CLOSED
BROOKLYN,7,2,B,583,VIOLATION CLOSED
BRONX,1G,1,A,508,VIOLATION CLOSED
BRONX,3D,3,B,506,VIOLATION CLOSED
BROOKLYN,,3,B,538,VIOLATION CLOSED
BRONX,D,1,B,501,VIOLATION CLOSED
BROOKLYN,1E,1,B,508,VIOLATION CLOSED
BRONX,3D,3,B,509,VIOLATION CLOSED
BROOKLYN,3L,3,A,556,VIOLATION CLOSED
MANHATTAN,3,2,C,567,VIOLATION CLOSED
BRONX,3D,3,B,502,NOT COMPLIED WITH
BROOKLYN,1-R,1,B,566,VIOLATION DISMISSED
BROOKLYN,F3,6,B,507,VIOLATION CLOSED
MANHATTAN,4B,,C,555,VIOLATION CLOSED
BRONX,,966,A,561,VIOLATION CLOSED
BROOKLYN,1B,1,B,569,VIOLATION CLOSED
MANHATTAN,2H,2,C,670,VIOLATION CLOSED
BRONX,,966,B,502,VIOLATION DISMISSED
MANHATTAN,32,3,B,508,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,2F,2,B,598,VIOLATION CLOSED
BRONX,2C,4,B,508,VIOLATION CLOSED
BROOKLYN,,0,C,502,NOV SENT OUT
BRONX,2,1,B,526,VIOLATION CLOSED
BRONX,5,3,A,556,VIOLATION CLOSED
BRONX,3,1,B,501,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,3,,A,508,VIOLATION CLOSED
MANHATTAN,3C,3,B,583,VIOLATION CLOSED
BROOKLYN,7D,4,A,554,VIOLATION CLOSED
BRONX,2ND,1,C,808,VIOLATION CLOSED
BROOKLYN,3,,B,593,VIOLATION CLOSED
MANHATTAN,3B,3,B,502,VIOLATION CLOSED
BRONX,,1,C,501,VIOLATION CLOSED
BROOKLYN,1,1,A,556,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,1B,1,B,583,VIOLATION CLOSED
BRONX,3,1,A,554,VIOLATION CLOSED
MANHATTAN,3C,3,B,1503,INVALID CERTIFICATION
BRONX,3H,3,C,790,VIOLATION CLOSED
QUEENS,,0,B,687,NOV SENT OUT
BROOKLYN,B11,2,B,569,VIOLATION CLOSED
BRONX,5B,5,A,556,VIOLATION CLOSED
BROOKLYN,B9,2,A,554,VIOLATION CLOSED
BROOKLYN,2D,4,B,510,VIOLATION CLOSED
BRONX,3A,3,A,529,VIOLATION WILL BE REINSPECTED
BROOKLYN,,3,B,504,VIOLATION CLOSED
QUEENS,1FL,1,B,1502,VIOLATION CLOSED
MANHATTAN,46,4,C,790,VIOLATION CLOSED
MANHATTAN,4E,4,A,502,VIOLATION CLOSED
STATEN ISLAND,PH,1,A,801,NOV SENT OUT
BRONX,F,1,B,506,NOV SENT OUT
QUEENS,25,2,C,790,NOV SENT OUT
BROOKLYN,3B,3,B,501,VIOLATION CLOSED
BROOKLYN,2R,2,A,556,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,A2,1,B,508,NOT COMPLIED WITH
MANHATTAN,44,4,B,508,VIOLATION CLOSED
BROOKLYN,2,2,B,808,VIOLATION CLOSED
BROOKLYN,D6,4,B,508,VIOLATION CLOSED
BRONX,1A,1,B,501,INVALID CERTIFICATION
BROOKLYN,2L,2,B,568,NOT COMPLIED WITH
MANHATTAN,5L,5,B,570,NOV SENT OUT
QUEENS,,0,B,684,VIOLATION CLOSED
MANHATTAN,2D,2,A,556,VIOLATION CLOSED
BROOKLYN,BSMT4,Basement,B,502,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,1I,2,B,508,VIOLATION CLOSED
BROOKLYN,3R,3,C,790,NOT COMPLIED WITH
BRONX,3,1,C,617,VIOLATION CLOSED
BROOKLYN,5F,5,B,568,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,2L,2,B,569,NOT COMPLIED WITH
MANHATTAN,5W,5,C,526,VIOLATION CLOSED
BRONX,,966,A,553,VIOLATION CLOSED
MANHATTAN,4N,,B,508,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,,1,C,501,VIOLATION CLOSED
BROOKLYN,1,1,B,807,VIOLATION CLOSED
MANHATTAN,,1,B,502,NOV SENT OUT
BROOKLYN,C5,2,B,508,VIOLATION CLOSED
BRONX,,9,A,556,VIOLATION CLOSED
QUEENS,4C,4,B,1503,NOV SENT OUT
MANHATTAN,23,2,C,617,VIOLATION CLOSED
BROOKLYN,B22,2,B,550,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,,,B,566,SECOND NO ACCESS TO RE-INSPECT VIOLATION
BRONX,1E,1,B,550,VIOLATION CLOSED
BROOKLYN,2R,2,B,702,VIOLATION CLOSED
MANHATTAN,3G,4,B,501,VIOLATION CLOSED
MANHATTAN,,0,A,690,NOT COMPLIED WITH
BROOKLYN,A2,2,B,568,VIOLATION CLOSED
MANHATTAN,3,2,B,521,VIOLATION DISMISSED
BRONX,Q34,3,B,508,NOV SENT OUT
MANHATTAN,1D,1,B,596,VIOLATION CLOSED
MANHATTAN,,999,B,502,VIOLATION CLOSED
BRONX,62,6,B,508,VIOLATION CLOSED
BROOKLYN,3B,3,A,579,INVALID CERTIFICATION
BRONX,3A,3,B,508,NOV SENT OUT
BRONX,3A,3,B,508,VIOLATION DISMISSED
QUEENS,712,6,C,790,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,,0,B,686,NOV SENT OUT
BRONX,1E,5,C,616,VIOLATION CLOSED
MANHATTAN,5C,5,B,569,VIOLATION CLOSED
BRONX,5B,5,B,506,VIOLATION CLOSED
BROOKLYN,4R,4,B,550,NOV SENT OUT
BRONX,11E,12,B,593,VIOLATION CLOSED
BROOKLYN,4L,4,A,556,VIOLATION CLOSED
BROOKLYN,7,2,B,583,VIOLATION CLOSED
BRONX,1E,1,B,509,VIOLATION CLOSED
MANHATTAN,44,4,B,501,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,2A,2,C,617,NOV CERTIFIED LATE
QUEENS,1C,1,B,508,NOT COMPLIED WITH
BRONX,5F,6,B,502,VIOLATION CLOSED
MANHATTAN,1D,1,B,1502,VIOLATION CLOSED
MANHATTAN,2D,2,B,508,NOT COMPLIED WITH
BROOKLYN,2,2,B,701,VIOLATION CLOSED
MANHATTAN,6B,6,B,566,VIOLATION CLOSED
QUEENS,2R,2,B,808,NOV SENT OUT
BROOKLYN,2FL,2,B,807,VIOLATION CLOSED
BROOKLYN,,1,A,1501,NOT COMPLIED WITH
BROOKLYN,3,2,B,879,VIOLATION DISMISSED
MANHATTAN,4E,,A,501,VIOLATION CLOSED
QUEENS,1M,1,B,501,VIOLATION CLOSED
MANHATTAN,3,1,B,550,VIOLATION CLOSED
STATEN ISLAND,2FL,2,B,808,NOV SENT OUT
BROOKLYN,C11,3,C,790,NOT COMPLIED WITH
BRONX,,8,B,688,VIOLATION CLOSED
BROOKLYN,,1,B,502,NOV SENT OUT
BROOKLYN,,2,B,502,NOV SENT OUT
MANHATTAN,1A,1,B,539,VIOLATION CLOSED
BRONX,4B,4,B,1502,VIOLATION CLOSED
BRONX,,6,B,688,VIOLATION CLOSED
MANHATTAN,6,6,C,790,VIOLATION CLOSED
MANHATTAN,33D,3,B,502,VIOLATION CLOSED
BRONX,4,1,B,508,VIOLATION CLOSED
BROOKLYN,3C,3,C,790,VIOLATION DISMISSED
MANHATTAN,,1,B,501,VIOLATION DISMISSED
BROOKLYN,BSMT4,Basement,B,509,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,5A,5,B,583,VIOLATION CLOSED
BROOKLYN,1,1,B,598,VIOLATION CLOSED
MANHATTAN,6J,6,C,790,VIOLATION CLOSED
MANHATTAN,12A,4,B,593,NOT COMPLIED WITH
STATEN ISLAND,2FL,2,C,1042,VIOLATION CLOSED
BRONX,5G,6,B,501,VIOLATION CLOSED
BROOKLYN,,966,C,791,VIOLATION CLOSED
MANHATTAN,5W,5,A,556,VIOLATION CLOSED
BRONX,3F,3,B,508,VIOLATION CLOSED
QUEENS,,966,C,791,VIOLATION CLOSED
BROOKLYN,,977,B,513,NOT COMPLIED WITH
BRONX,1B,1,A,556,VIOLATION CLOSED
MANHATTAN,1,2,C,689,NOV SENT OUT
BROOKLYN,7C,6,C,507,VIOLATION DISMISSED
BRONX,6C,6,B,502,VIOLATION CLOSED
BROOKLYN,1L,1,B,568,NOT COMPLIED WITH
BROOKLYN,C1,3,B,569,VIOLATION CLOSED
BROOKLYN,,966,B,495,VIOLATION REOPEN
BROOKLYN,4C,4,B,506,VIOLATION CLOSED
MANHATTAN,,1,C,583,VIOLATION CLOSED
MANHATTAN,3E,3,C,616,VIOLATION CLOSED
BRONX,4A,,B,508,VIOLATION CLOSED
BROOKLYN,4R,4,B,508,NOV SENT OUT
QUEENS,KK,-1,B,508,VIOLATION CLOSED
BRONX,1E,1,B,598,VIOLATION CLOSED
BRONX,2A,2,B,510,NOV SENT OUT
BROOKLYN,2C,2,B,568,FIRST NO ACCESS TO RE- INSPECT VIOLATION
QUEENS,4C,4,B,649,NOV SENT OUT
BROOKLYN,311,3,B,583,VIOLATION CLOSED
BRONX,2C,4,C,790,VIOLATION CLOSED
BROOKLYN,2F,2,B,702,NOV SENT OUT
BROOKLYN,J,3,C,616,NOT COMPLIED WITH
QUEENS,4F,4,B,505,NOT COMPLIED WITH
QUEENS,5G,5,B,508,NOV SENT OUT
BRONX,,-1,B,502,NOV CERTIFIED LATE
BRONX,,4,B,505,VIOLATION CLOSED
BRONX,1,1,B,1502,NOV SENT OUT
MANHATTAN,5C,5,B,507,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,1-F,1,B,702,VIOLATION DISMISSED
BROOKLYN,2FL,2,B,879,VIOLATION CLOSED
QUEENS,4R,4,B,579,VIOLATION CLOSED
BROOKLYN,4L,4,B,505,VIOLATION CLOSED
BRONX,5B,5,C,507,VIOLATION CLOSED
BROOKLYN,,0,A,504,VIOLATION CLOSED
BRONX,,1,A,722,VIOLATION CLOSED
BROOKLYN,1L,1,B,501,VIOLATION CLOSED
MANHATTAN,,-999,B,539,VIOLATION CLOSED
BROOKLYN,2,1,B,801,VIOLATION CLOSED
BRONX,5A,5,A,688,VIOLATION CLOSED
MANHATTAN,12A,12,B,501,NOT COMPLIED WITH
MANHATTAN,,2,B,510,VIOLATION CLOSED
MANHATTAN,5,2,A,556,VIOLATION CLOSED
BROOKLYN,,966,B,530,VIOLATION DISMISSED
MANHATTAN,3G,2,B,502,VIOLATION CLOSED
BROOKLYN,D5,4,A,556,VIOLATION CLOSED
MANHATTAN,,-999,B,501,VIOLATION CLOSED
MANHATTAN,,1,B,550,VIOLATION CLOSED
MANHATTAN,APT53,5,A,556,VIOLATION CLOSED
MANHATTAN,3,1,C,508,VIOLATION CLOSED
MANHATTAN,3F,2,B,702,VIOLATION CLOSED
BROOKLYN,,0,B,686,VIOLATION CLOSED
MANHATTAN,,2,B,502,NOV CERTIFIED LATE
BROOKLYN,,966,A,556,VIOLATION CLOSED
BRONX,3D,3,B,502,NOT COMPLIED WITH
BROOKLYN,4E,4,B,1502,VIOLATION CLOSED
BRONX,2A,2,B,510,VIOLATION CLOSED
BRONX,1A,1,B,508,VIOLATION CLOSED
MANHATTAN,8C,,C,555,VIOLATION CLOSED
BRONX,,999,B,526,VIOLATION CLOSED
BROOKLYN,D20,4,C,506,VIOLATION CLOSED
MANHATTAN,41,4,B,579,VIOLATION CLOSED
MANHATTAN,3A,3,A,501,VIOLATION DISMISSED
BROOKLYN,,4,B,506,VIOLATION CLOSED
BROOKLYN,6H,5,A,598,NOV SENT OUT
